seq,capture_us,receive_us,delay_ms,jitter_ms
1001,1774330067288099,1774330074724716,7436.62,61.00
1002,1774330067318800,1774330074778000,7459.20,59.56
1003,1774330067350447,1774330074820765,7470.32,57.98
1004,1774330067381306,1774330074863486,7482.18,56.45
1005,1774330067411955,1774330074916755,7504.80,57.26
1006,1774330067442092,1774330074962720,7520.63,58.41
1007,1774330067472559,1774330075012653,7540.09,61.33
1008,1774330067504481,1774330075055250,7550.77,64.06
1009,1774330067535450,1774330075097887,7562.44,66.70
1010,1774330067566268,1774330075151474,7585.21,71.02
1011,1774330067599565,1774330075193900,7594.34,74.96
1012,1774330067629498,1774330075237019,7607.52,78.86
1013,1774330067660004,1774330075290055,7630.05,84.07
1014,1774330067691820,1774330075332970,7641.15,88.95
1015,1774330067722954,1774330075375585,7652.63,88.44
1016,1774330067754533,1774330075428720,7674.19,88.99
1017,1774330067784454,1774330075471203,7686.75,88.93
1018,1774330067815246,1774330075514052,7698.81,88.29
1019,1774330067846607,1774330075567356,7720.75,88.86
1020,1774330067878955,1774330075610324,7731.37,88.65
1021,1774330067910158,1774330075663300,7753.14,88.56
1022,1774330067940270,1774330075705874,7765.60,88.80
1023,1774330067971905,1774330075748722,7776.82,88.33
1024,1774330068002780,1774330075801913,7799.13,88.11
1025,1774330068033158,1774330075844542,7811.38,88.22
1026,1774330068064138,1774330075887201,7823.06,88.07
1027,1774330068094051,1774330075940556,7846.51,89.00
1028,1774330068125733,1774330075983208,7857.48,89.15
1029,1774330068157032,1774330076025911,7868.88,88.65
1030,1774330068188844,1774330076079427,7890.58,89.34
1031,1774330068219686,1774330076121926,7902.24,89.18
1032,1774330068250394,1774330076164719,7914.32,88.55
1033,1774330068281297,1774330076217976,7936.68,89.15
1034,1774330068312443,1774330076260600,7948.16,89.05
1035,1774330068343432,1774330076303205,7959.77,88.28
1036,1774330068374533,1774330076356556,7982.02,88.65
1037,1774330068405415,1774330076399570,7994.15,88.50
1038,1774330068436587,1774330076452720,8016.13,88.58
1039,1774330068468516,1774330076495782,8027.27,88.83
1040,1774330068499727,1774330076538625,8038.90,88.35
1041,1774330068530056,1774330076591554,8061.50,89.04
1042,1774330068564030,1774330076637952,8073.92,89.22
1043,1774330068592281,1774330076676564,8084.28,88.60
1044,1774330068622752,1774330076730063,8107.31,89.24
1045,1774330068653595,1774330076772762,8119.17,89.30
1046,1774330068684682,1774330076815336,8130.65,88.71
1047,1774330068716024,1774330076868723,8152.70,89.39
1048,1774330068748486,1774330076911402,8162.92,89.26
1049,1774330068780211,1774330076954670,8174.46,88.48
1050,1774330068810896,1774330077007433,8196.54,88.83
1051,1774330068843378,1774330077049959,8206.58,88.43
1052,1774330068874103,1774330077092926,8218.82,87.49
1053,1774330068906273,1774330077145877,8239.60,87.66
1054,1774330068937573,1774330077188537,8250.96,87.18
1055,1774330068968182,1774330077241842,8273.66,87.00
1056,1774330068999014,1774330077284606,8285.59,87.11
1057,1774330069029851,1774330077327306,8297.45,86.67
1058,1774330069060763,1774330077380556,8319.79,87.45
1059,1774330069091541,1774330077423261,8331.72,87.58
1060,1774330069122591,1774330077466001,8343.41,87.10
1061,1774330069153162,1774330077519673,8366.51,87.94
1062,1774330069183910,1774330077562276,8378.37,88.24
1063,1774330069214597,1774330077605519,8390.92,87.87
1064,1774330069246460,1774330077658161,8411.70,88.65
1065,1774330069276388,1774330077700763,8424.38,88.92
1066,1774330069308187,1774330077743731,8435.54,88.52
1067,1774330069339610,1774330077796838,8457.23,89.25
1068,1774330069371320,1774330077839436,8468.12,89.18
1069,1774330069402690,1774330077892603,8489.91,89.31
1070,1774330069433837,1774330077935529,8501.69,89.67
1071,1774330069465251,1774330077988865,8523.61,90.13
1072,1774330069497251,1774330078031417,8534.17,89.80
1073,1774330069528324,1774330078074151,8545.83,89.61
1074,1774330069559298,1774330078116774,8557.48,88.75
1075,1774330069590877,1774330078170419,8579.54,89.11
1076,1774330069622140,1774330078212982,8590.84,88.84
1077,1774330069653570,1774330078255379,8601.81,87.92
1078,1774330069684783,1774330078308757,8623.97,88.20
1079,1774330069716400,1774330078351493,8635.09,87.85
1080,1774330069747651,1774330078394485,8646.83,86.90
1081,1774330069778944,1774330078447405,8668.46,87.21
1082,1774330069811197,1774330078490050,8678.85,86.83
1083,1774330069840714,1774330078536425,8695.71,86.38
1084,1774330069871764,1774330078585936,8714.17,86.70
1085,1774330069904107,1774330078628583,8724.48,86.40
1086,1774330069935299,1774330078671492,8736.19,85.47
1087,1774330069965991,1774330078724735,8758.74,85.77
1088,1774330069997535,1774330078767197,8769.66,85.35
1089,1774330070028674,1774330078820700,8792.03,86.15
1090,1774330070060746,1774330078863397,8802.65,86.27
1091,1774330070090483,1774330078905968,8815.49,86.82
1092,1774330070124014,1774330078959214,8835.20,87.43
1093,1774330070155705,1774330079002059,8846.35,87.42
1094,1774330070185346,1774330079044570,8859.22,86.92
1095,1774330070216017,1774330079098560,8882.54,87.74
1096,1774330070247443,1774330079141091,8893.65,87.87
1097,1774330070278619,1774330079183634,8905.01,87.31
1098,1774330070308677,1774330079237484,8928.81,88.10
1099,1774330070341047,1774330079279955,8938.91,88.09
1100,1774330070372282,1774330079321989,8949.71,87.41
1101,1774330070403172,1774330079375320,8972.15,87.92
1102,1774330070434446,1774330079418925,8984.48,87.75
1103,1774330070465346,1774330079461589,8996.24,87.44
1104,1774330070497271,1774330079514393,9017.12,87.93
1105,1774330070529750,1774330079556821,9027.07,87.54
1106,1774330070561011,1774330079610202,9049.19,87.42
1107,1774330070593216,1774330079653065,9059.85,87.51
1108,1774330070624549,1774330079696153,9071.60,86.96
1109,1774330070655920,1774330079749096,9093.18,87.60
1110,1774330070686937,1774330079791474,9104.54,87.54
1111,1774330070716837,1774330079834007,9117.17,87.07
1112,1774330070748086,1774330079887465,9139.38,87.61
1113,1774330070778917,1774330079930495,9151.58,87.52
1114,1774330070810743,1774330079972943,9162.20,86.84
1115,1774330070840829,1774330080026367,9185.54,87.58
1116,1774330070872334,1774330080069170,9196.84,87.63
1117,1774330070903002,1774330080122194,9219.19,87.94
1118,1774330070933987,1774330080164809,9230.82,88.62
1119,1774330070965630,1774330080207412,9241.78,88.53
1120,1774330070996363,1774330080261040,9264.68,88.68
1121,1774330071027120,1774330080303238,9276.12,89.07
1122,1774330071059111,1774330080346491,9287.38,88.89
1123,1774330071090592,1774330080399816,9309.22,88.95
1124,1774330071121714,1774330080442532,9320.82,89.14
1125,1774330071153144,1774330080484991,9331.85,88.53
1126,1774330071184721,1774330080538252,9353.53,89.07
1127,1774330071216390,1774330080581444,9365.05,88.89
1128,1774330071248222,1774330080623687,9375.47,88.00
1129,1774330071279290,1774330080677402,9398.11,88.29
1130,1774330071310272,1774330080719974,9409.70,87.93
1131,1774330071341674,1774330080765108,9423.43,87.20
1132,1774330071372158,1774330080815946,9443.79,87.52
1133,1774330071403394,1774330080858463,9455.07,87.24
1134,1774330071434626,1774330080900854,9466.23,86.20
1135,1774330071464253,1774330080954740,9490.49,86.67
1136,1774330071494468,1774330080997196,9502.73,86.52
1137,1774330071526690,1774330081050746,9524.06,87.53
1138,1774330071558226,1774330081093511,9535.28,87.86
1139,1774330071589408,1774330081135789,9546.38,87.47
1140,1774330071620744,1774330081188644,9567.90,88.28
1141,1774330071652055,1774330081231482,9579.43,88.47
1142,1774330071684363,1774330081273941,9589.58,87.89
1143,1774330071715861,1774330081327363,9611.50,88.47
1144,1774330071747027,1774330081370066,9623.04,88.45
1145,1774330071778496,1774330081413004,9634.51,87.76
1146,1774330071810173,1774330081466178,9656.00,88.18
1147,1774330071840347,1774330081508619,9668.27,88.04
1148,1774330071871406,1774330081551515,9680.11,87.19
1149,1774330071902299,1774330081604573,9702.27,87.59
1150,1774330071933201,1774330081648777,9715.58,87.50
1151,1774330071963976,1774330081689947,9725.97,86.87
1152,1774330071995548,1774330081743339,9747.79,87.27
1153,1774330072026781,1774330081786475,9759.69,87.04
1154,1774330072058321,1774330081839185,9780.86,86.92
1155,1774330072089158,1774330081881848,9792.69,87.26
1156,1774330072120383,1774330081934464,9814.08,87.87
1157,1774330072151222,1774330081981204,9829.98,89.01
1158,1774330072176337,1774330082020949,9844.61,89.73
1159,1774330072214176,1774330082064315,9850.14,89.25
1160,1774330072245440,1774330082116798,9871.36,89.82
1161,1774330072275525,1774330082159545,9884.02,89.86
1162,1774330072306739,1774330082202407,9895.67,89.15
1163,1774330072338401,1774330082255367,9916.97,89.52
1164,1774330072371275,1774330082298613,9927.34,89.17
1165,1774330072401285,1774330082319542,9918.26,86.65
1166,1774330072431447,1774330082372710,9941.26,85.39
1167,1774330072462568,1774330082415361,9952.79,83.72
1168,1774330072495379,1774330082458063,9962.68,81.46
1169,1774330072526557,1774330082511477,9984.92,80.55
1170,1774330072558809,1774330082553960,9995.15,79.25
1171,1774330072590191,1774330082596769,10006.58,77.36
1172,1774330072621312,1774330082649915,10028.60,76.87
1173,1774330072652742,1774330082693195,10040.45,75.99
1174,1774330072684241,1774330082737553,10053.31,75.69
1175,1774330072714527,1774330082788644,10074.12,75.84
1176,1774330072745525,1774330082831366,10085.84,76.48
1177,1774330072776340,1774330082884658,10108.32,78.10
1178,1774330072807832,1774330082927384,10119.55,79.51
1179,1774330072840003,1774330082969993,10129.99,79.89
1180,1774330072871026,1774330083023446,10152.42,81.63
1181,1774330072902502,1774330083066176,10163.67,82.98
1182,1774330072933234,1774330083108920,10175.69,83.95
1183,1774330072965823,1774330083162063,10196.24,86.04
1184,1774330072996967,1774330083205006,10208.04,87.63
1185,1774330073028730,1774330083247417,10218.69,86.95
1186,1774330073058934,1774330083300848,10241.91,87.67
1187,1774330073090239,1774330083343256,10253.02,87.75
1188,1774330073120987,1774330083386391,10265.40,87.14
1189,1774330073153064,1774330083439551,10286.49,87.67
1190,1774330073184516,1774330083482205,10297.69,87.44
1191,1774330073215839,1774330083524737,10308.90,86.55
1192,1774330073247341,1774330083578050,10330.71,86.85
1193,1774330073277563,1774330083620650,10343.09,86.62
1194,1774330073307832,1774330083674088,10366.26,86.85
1195,1774330073338819,1774330083716559,10377.74,87.21
1196,1774330073371170,1774330083762222,10391.05,87.09
1197,1774330073403004,1774330083812603,10409.60,87.90
1198,1774330073433197,1774330083855367,10422.17,88.15
1199,1774330073466130,1774330083898136,10432.01,87.55
1200,1774330073497586,1774330083951288,10453.70,88.15
1201,1774330073528341,1774330083994093,10465.75,88.16
1202,1774330073561169,1774330084036922,10475.75,87.48
1203,1774330073592270,1774330084090680,10498.41,87.92
1204,1774330073622798,1774330084132898,10510.10,87.79
1205,1774330073653810,1774330084175503,10521.69,86.95
1206,1774330073684978,1774330084228638,10543.66,87.41
1207,1774330073717276,1774330084271469,10554.19,87.14
1208,1774330073749215,1774330084313935,10564.72,86.25
1209,1774330073779335,1774330084367441,10588.11,86.62
1210,1774330073810185,1774330084409969,10599.78,86.34
1211,1774330073841037,1774330084463489,10622.45,86.33
1212,1774330073871808,1774330084506019,10634.21,86.57
1213,1774330073902738,1774330084548777,10646.04,86.26
1214,1774330073934114,1774330084601973,10667.86,87.24
1215,1774330073965383,1774330084646375,10680.99,87.74
1216,1774330073996401,1774330084687445,10691.04,87.64
1217,1774330074027411,1774330084740926,10713.51,88.48
1218,1774330074058450,1774330084783410,10724.96,88.76
1219,1774330074090672,1774330084826264,10735.59,88.21
1220,1774330074122504,1774330084879569,10757.07,88.75
1221,1774330074153542,1774330084922108,10768.57,88.72
1222,1774330074185185,1774330084964812,10779.63,87.88
1223,1774330074215493,1774330085018331,10802.84,88.38
1224,1774330074245466,1774330085061040,10815.57,88.36
1225,1774330074276214,1774330085114823,10838.61,88.64
1226,1774330074306529,1774330085157308,10850.78,89.17
1227,1774330074337353,1774330085211882,10874.53,89.98
1228,1774330074368341,1774330085252858,10884.52,89.77
1229,1774330074400185,1774330085295598,10895.41,89.81
1230,1774330074430603,1774330085338378,10907.77,89.27
1231,1774330074462485,1774330085391910,10929.42,89.90
1232,1774330074494599,1774330085434127,10939.53,89.78
1233,1774330074528024,1774330085476918,10948.89,88.88
1234,1774330074559259,1774330085530147,10970.89,89.12
1235,1774330074590226,1774330085574918,10984.69,89.08
1236,1774330074621084,1774330085615610,10994.53,88.14
1237,1774330074652817,1774330085669414,11016.60,88.41
1238,1774330074683664,1774330085712018,11028.35,88.08
1239,1774330074714664,1774330085754608,11039.94,87.03
1240,1774330074745147,1774330085807389,11062.24,87.14
1241,1774330074776280,1774330085850233,11073.95,86.61
1242,1774330074806705,1774330085893377,11086.67,85.45
1243,1774330074837605,1774330085946340,11108.74,85.60
1244,1774330074869533,1774330085989189,11119.66,85.15
1245,1774330074899514,1774330086042385,11142.87,86.10
1246,1774330074930854,1774330086085061,11154.21,86.43
1247,1774330074961822,1774330086128284,11166.46,87.28
1248,1774330074992629,1774330086180654,11188.02,88.30
1249,1774330076672474,1774330086223304,9550.83,335.91
1250,1774330076703762,1774330086266709,9562.95,455.20
1251,1774330076735986,1774330086320382,9584.40,538.19
1252,1774330076767623,1774330086362800,9595.18,601.34
1253,1774330076798376,1774330086404859,9606.48,650.43
1254,1774330076829796,1774330086458796,9629.00,687.38
1255,1774330076859623,1774330086503370,9643.75,714.83
1256,1774330076891574,1774330086543933,9652.36,734.35
1257,1774330076922474,1774330086597379,9674.91,745.35
1258,1774330076954559,1774330086639574,9685.01,749.24
1259,1774330076985410,1774330086692785,9707.38,745.62
1260,1774330077018822,1774330086735346,9716.52,734.41
1261,1774330077047759,1774330086778373,9730.61,715.57
1262,1774330077079668,1774330086831558,9751.89,688.25
1263,1774330077111181,1774330086874183,9763.00,650.97
1264,1774330077141803,1774330086917025,9775.22,602.74
1265,1774330077172023,1774330086970190,9798.17,539.14
1266,1774330077203484,1774330087012922,9809.44,455.50
1267,1774330077234688,1774330087055609,9820.92,337.04
1268,1774330077266391,1774330087108632,9842.24,88.04
1269,1774330077296843,1774330087151470,9854.63,88.06
1270,1774330077328949,1774330087194039,9865.09,87.42
1271,1774330077359367,1774330087247579,9888.21,88.00
1272,1774330077389613,1774330087290893,9901.28,88.02
1273,1774330077420970,1774330087332914,9911.94,87.28
1274,1774330077451988,1774330087386240,9934.25,87.79
1275,1774330077482662,1774330087428977,9946.32,87.98
1276,1774330077513403,1774330087474212,9960.81,87.53
1277,1774330077544958,1774330087525022,9980.06,88.04
1278,1774330077576809,1774330087568101,9991.29,87.75
1279,1774330077607483,1774330087620954,10013.47,88.67
1280,1774330077637444,1774330087663470,10026.03,88.81
1281,1774330077668851,1774330087706485,10037.63,88.50
1282,1774330077699548,1774330087760151,10060.60,89.35
1283,1774330077731432,1774330087802920,10071.49,89.44
1284,1774330077763085,1774330087844776,10081.69,88.81
1285,1774330077792852,1774330087898996,10106.14,89.62
1286,1774330077824438,1774330087941345,10116.91,89.67
1287,1774330077854827,1774330087984005,10129.18,89.12
1288,1774330077886137,1774330088037218,10151.08,89.63
1289,1774330077917303,1774330088080161,10162.86,89.57
1290,1774330077947425,1774330088122356,10174.93,88.78
1291,1774330080787445,1774330088175618,7388.17,583.77
1292,1774330080819308,1774330088218043,7398.73,799.86
1293,1774330080849492,1774330088261800,7412.31,950.86
1294,1774330080882269,1774330088314487,7432.22,1064.03
1295,1774330080913322,1774330088357127,7443.81,1151.51
1296,1774330080944234,1774330088410379,7466.15,1217.96
1297,1774330080974528,1774330088452786,7478.26,1267.34
1298,1774330081005686,1774330088498734,7493.05,1301.62
1299,1774330081036614,1774330088549117,7512.50,1321.33
1300,1774330081068083,1774330088591793,7523.71,1327.92
1301,1774330081097422,1774330088634216,7536.79,1321.53
1302,1774330081129915,1774330088687435,7557.52,1301.05
1303,1774330081159143,1774330088730608,7571.47,1266.77
1304,1774330081191050,1774330088773393,7582.34,1217.72
1305,1774330081221906,1774330088826903,7605.00,1150.53
1306,1774330081254345,1774330088869284,7614.94,1063.32
1307,1774330081286351,1774330088912403,7626.05,950.40
1308,1774330081318770,1774330088964988,7646.22,799.42
1309,1774330081349804,1774330089007746,7657.94,583.59
1310,1774330081381244,1774330089060860,7679.62,88.38
1311,1774330081412953,1774330089103740,7690.79,88.47
1312,1774330081443228,1774330089146285,7703.06,87.93
1313,1774330081473568,1774330089199617,7726.05,87.86
1314,1774330081504907,1774330089242395,7737.49,87.84
1315,1774330081536069,1774330089284803,7748.73,87.14
1316,1774330081567488,1774330089339072,7771.58,87.73
1317,1774330081598450,1774330089381010,7782.56,87.66
1318,1774330081629697,1774330089423600,7793.90,87.25
1319,1774330081660585,1774330089476683,7816.10,87.82
1320,1774330081691157,1774330089519456,7828.30,87.78
1321,1774330081722003,1774330089573324,7851.32,88.21
1322,1774330081751463,1774330089618224,7866.76,89.06
1323,1774330081782501,1774330089658511,7876.01,89.25
1324,1774330081813104,1774330089701112,7888.01,88.78
1325,1774330081844309,1774330089754058,7909.75,89.51
1326,1774330081876107,1774330089796849,7920.74,89.41
1327,1774330081907446,1774330089850283,7942.84,89.49
1328,1774330081951660,1774330089893056,7941.40,88.59
1329,1774330082032403,1774330089935834,7903.43,84.02
1330,1774330082069175,1774330089988989,7919.81,80.34
1331,1774330082111430,1774330090031537,7920.11,75.75
1332,1774330082154852,1774330090074293,7919.44,70.34
1333,1774330082186559,1774330090127568,7941.01,66.40
1334,1774330082216736,1774330090170122,7953.39,62.39
1335,1774330082247390,1774330090212858,7965.47,58.24
1336,1774330082278415,1774330090266429,7988.01,56.12
1337,1774330082310378,1774330090309046,7998.67,53.92
1338,1774330082341500,1774330090351572,8010.07,51.74
1339,1774330082371847,1774330090406705,8034.86,52.16
1340,1774330083794998,1774330090447572,6652.57,283.23
1341,1774330083826520,1774330090500954,6674.43,385.00
1342,1774330083857064,1774330090543827,6686.76,455.88
1343,1774330083889997,1774330090586308,6696.31,509.26
1344,1774330083919930,1774330090639764,6719.83,549.02
1345,1774330083951842,1774330090682133,6730.29,578.87
1346,1774330083981515,1774330090725090,6743.57,600.27
1347,1774330084012753,1774330090778428,6765.68,613.22
1348,1774330084044130,1774330090820989,6776.86,619.83
1349,1774330084075231,1774330090863492,6788.26,622.19
1350,1774330084105783,1774330090919507,6813.72,617.72
1351,1774330084137128,1774330090959661,6822.53,607.88
1352,1774330084168876,1774330091002370,6833.49,592.55
1353,1774330084200431,1774330091055464,6855.03,569.62
1354,1774330084231553,1774330091098107,6866.55,539.07
1355,1774330084262678,1774330091151554,6888.88,499.37
1356,1774330084293640,1774330091194178,6900.54,447.19
1357,1774330084324214,1774330091236885,6912.67,378.84
1358,1774330084356232,1774330091290203,6933.97,282.85
1359,1774330084387430,1774330091332947,6945.52,88.46
1360,1774330084417999,1774330091375736,6957.74,87.96
1361,1774330084448213,1774330091428979,6980.77,88.71
1362,1774330084479712,1774330091472228,6992.52,88.89
1363,1774330084512270,1774330091514146,7001.88,88.07
1364,1774330084543361,1774330091567584,7024.22,88.57
1365,1774330084575013,1774330091610201,7035.19,88.29
1366,1774330084606076,1774330091653005,7046.93,87.54
1367,1774330084637721,1774330091706273,7068.55,87.96
1368,1774330084669034,1774330091748897,7079.86,87.70
1369,1774330084700193,1774330091791622,7091.43,86.80
1370,1774330084731590,1774330091845042,7113.45,87.40
1371,1774330084763507,1774330091887905,7124.40,87.11
1372,1774330084794419,1774330091930460,7136.04,86.16
1373,1774330084826005,1774330091983682,7157.68,86.33
1374,1774330084856498,1774330092026494,7170.00,85.93
1375,1774330084888798,1774330092079599,7190.80,86.66
1376,1774330084920192,1774330092122207,7202.02,86.76
1377,1774330084950650,1774330092164784,7214.13,86.33
1378,1774330084981172,1774330092218072,7236.90,87.12
1379,1774330085011514,1774330092260828,7249.31,87.35
1380,1774330085042614,1774330092306560,7263.95,87.26
1381,1774330085074957,1774330092356784,7281.83,88.08
1382,1774330085106233,1774330092399528,7293.30,88.31
1383,1774330085136441,1774330092442214,7305.77,87.82
1384,1774330085167679,1774330092495682,7328.00,88.54
1385,1774330085220149,1774330092538340,7318.19,86.95
1386,1774330085335390,1774330092580977,7245.59,80.75
1387,1774330085370399,1774330092634247,7263.85,75.47
1388,1774330085399495,1774330092677581,7278.09,70.12
1389,1774330085430469,1774330092730713,7300.24,65.08
1390,1774330085462045,1774330092773726,7311.68,60.99
1391,1774330085493221,1774330092815878,7322.66,56.77
1392,1774330085523901,1774330092868998,7345.10,53.33
1393,1774330085554701,1774330092911641,7356.94,51.11
1394,1774330085586671,1774330092954294,7367.62,49.13
1395,1774330085617138,1774330093007658,7390.52,49.51
1396,1774330085648927,1774330093050201,7401.27,50.08
1397,1774330085679150,1774330093092944,7413.79,51.11
1398,1774330085709928,1774330093146320,7436.39,54.50
1399,1774330085740522,1774330093189074,7448.55,58.08
1400,1774330085771730,1774330093231722,7459.99,61.91
1401,1774330085802616,1774330093284938,7482.32,67.13
1402,1774330085833244,1774330093327708,7494.46,72.23
1403,1774330085863209,1774330093370458,7507.25,77.34
1404,1774330085893649,1774330093423872,7530.22,83.67
1405,1774330085925319,1774330093466483,7541.16,88.89
1406,1774330085956656,1774330093519619,7562.96,89.15
1407,1774330085988528,1774330093562371,7573.84,89.21
1408,1774330086019317,1774330093605025,7585.71,88.85
1409,1774330086050298,1774330093658614,7608.32,89.71
1410,1774330086082208,1774330093701635,7619.43,89.85
1411,1774330086112967,1774330093743655,7630.69,89.25
1412,1774330086143461,1774330093797734,7654.27,89.96
1413,1774330086175831,1774330093839687,7663.86,89.87
1414,1774330086205296,1774330093885007,7679.71,89.39
1415,1774330086238179,1774330093936258,7698.08,89.79
1416,1774330086269941,1774330093978414,7708.47,89.38
1417,1774330086298820,1774330094020884,7722.06,88.56
1418,1774330086329977,1774330094074285,7744.31,88.95
1419,1774330086360436,1774330094117274,7756.84,88.81
1420,1774330086389942,1774330094159828,7769.89,88.11
1421,1774330086420816,1774330094213334,7792.52,88.63
1422,1774330086452952,1774330094255571,7802.62,88.39
1423,1774330086483896,1774330094309016,7825.12,88.51
1424,1774330086514820,1774330094351667,7836.85,88.91
1425,1774330086545863,1774330094394474,7848.61,88.63
1426,1774330086575808,1774330094447635,7871.83,89.58
1427,1774330086605601,1774330094490342,7884.74,89.90
1428,1774330086636732,1774330094532876,7896.14,89.55
1429,1774330086668198,1774330094586199,7918.00,90.36
1430,1774330086699914,1774330094628955,7929.04,90.41
1431,1774330086730350,1774330094671558,7941.21,89.81
1432,1774330086761562,1774330094725256,7963.69,90.50
1433,1774330086792175,1774330094768418,7976.24,90.43
1434,1774330086822802,1774330094811102,7988.30,90.08
1435,1774330086853833,1774330094863886,8010.05,90.52
1436,1774330086901639,1774330094906617,8004.98,88.87
1437,1774330086929454,1774330094949277,8019.82,87.06
1438,1774330086961761,1774330095002699,8040.94,86.41
1439,1774330086993621,1774330095045351,8051.73,85.21
1440,1774330087024439,1774330095088008,8063.57,83.61
1441,1774330087056277,1774330095141221,8084.94,83.28
1442,1774330087088247,1774330095183729,8095.48,82.18
1443,1774330087119414,1774330095236932,8117.52,82.44
1444,1774330087149789,1774330095280400,8130.61,82.29
1445,1774330087181055,1774330095322513,8141.46,81.55
1446,1774330087211876,1774330095375639,8163.76,82.26
1447,1774330087244325,1774330095418653,8174.33,82.47
1448,1774330087274549,1774330095461404,8186.85,82.23
1449,1774330087304876,1774330095514352,8209.48,83.34
1450,1774330087336924,1774330095557143,8220.22,83.80
1451,1774330087367681,1774330095599656,8231.98,83.81
1452,1774330087398323,1774330095653057,8254.73,85.22
1453,1774330087429361,1774330095699533,8270.17,86.50
1454,1774330087460990,1774330095738848,8277.86,86.97
1455,1774330087492602,1774330095791899,8299.30,88.60
1456,1774330087524214,1774330095834651,8310.44,88.27
1457,1774330087556261,1774330095877783,8321.52,87.56
1458,1774330087586933,1774330095930676,8343.74,87.98
1459,1774330087618007,1774330095973405,8355.40,87.72
1460,1774330087649696,1774330096026552,8376.86,87.67
1461,1774330087681912,1774330096069749,8387.84,87.75
1462,1774330087713769,1774330096111944,8398.17,87.02
1463,1774330087746088,1774330096165607,8419.52,87.43
1464,1774330087776874,1774330096207641,8430.77,87.34
1465,1774330087808373,1774330096250271,8441.90,86.55
1466,1774330087839216,1774330096303680,8464.46,87.05
1467,1774330087870103,1774330096346486,8476.38,86.88
1468,1774330087902122,1774330096389393,8487.27,86.13
1469,1774330087933484,1774330096442986,8509.50,86.66
1470,1774330087965020,1774330096485274,8520.25,86.46
1471,1774330087997196,1774330096539021,8541.83,86.51
1472,1774330088027269,1774330096581231,8553.96,86.93
1473,1774330088058909,1774330096623910,8565.00,87.08
1474,1774330088090300,1774330096677199,8586.90,87.18
1475,1774330088121842,1774330096720048,8598.21,87.47
1476,1774330088152851,1774330096762364,8609.51,87.13
1477,1774330088183512,1774330096815649,8632.14,87.06
1478,1774330088214957,1774330096858447,8643.49,87.26
1479,1774330088246786,1774330096900942,8654.16,86.80
1480,1774330088278952,1774330096954359,8675.41,87.45
1481,1774330088310353,1774330096997130,8686.78,87.45
1482,1774330088341222,1774330097039966,8698.74,86.78
1483,1774330088374101,1774330097093080,8718.98,87.12
1484,1774330088404472,1774330097135753,8731.28,86.90
1485,1774330088435604,1774330097178559,8742.95,86.05
1486,1774330088466409,1774330097231836,8765.43,86.49
1487,1774330088497893,1774330097274682,8776.79,86.35
1488,1774330088528876,1774330097328172,8799.30,86.45
1489,1774330088561047,1774330097375334,8814.29,87.11
1490,1774330088592450,1774330097413667,8821.22,86.66
1491,1774330088622723,1774330097466947,8844.22,87.47
1492,1774330088654897,1774330097509386,8854.49,87.60
1493,1774330088685845,1774330097551726,8865.88,87.08
1494,1774330088719017,1774330097605121,8886.10,87.60
1495,1774330088749636,1774330097647723,8898.09,87.54
1496,1774330088781180,1774330097690774,8909.59,86.87
1497,1774330088812658,1774330097747400,8934.74,87.72
1498,1774330088843189,1774330097786918,8943.73,87.72
1499,1774330088874757,1774330097829021,8954.26,86.96
1500,1774330088906906,1774330097882910,8976.00,87.32
1501,1774330088936471,1774330097925703,8989.23,87.20
1502,1774330088969074,1774330097967783,8998.71,86.33
1503,1774330089000164,1774330098021236,9021.07,86.54
1504,1774330089031629,1774330098063803,9032.17,86.16
1505,1774330089062702,1774330098107231,9044.53,85.25
1506,1774330089093844,1774330098160708,9066.86,85.62
1507,1774330089125263,1774330098202296,9077.03,85.24
1508,1774330089157123,1774330098256548,9099.42,86.17
1509,1774330089187622,1774330098299033,9111.41,86.82
1510,1774330089219163,1774330098341396,9122.23,86.44
1511,1774330089249012,1774330098394519,9145.51,87.45
1512,1774330089280392,1774330098437010,9156.62,87.70
1513,1774330089312478,1774330098479805,9167.33,87.25
1514,1774330089343980,1774330098533545,9189.57,87.86
1515,1774330089374782,1774330098575652,9200.87,87.86
1516,1774330089404979,1774330098618662,9213.68,87.34
1517,1774330089435588,1774330098671685,9236.10,88.31
1518,1774330089465865,1774330098714848,9248.98,88.55
1519,1774330089497358,1774330098757178,9259.82,88.00
1520,1774330089529109,1774330098810528,9281.42,88.56
1521,1774330089560717,1774330098853147,9292.43,88.58
1522,1774330089592505,1774330098906531,9314.03,88.61
1523,1774330089622621,1774330098949110,9326.49,88.97
1524,1774330089653497,1774330098991705,9338.21,88.66
1525,1774330089684628,1774330099045913,9361.28,88.73
1526,1774330089716116,1774330099088458,9372.34,88.99
1527,1774330089747764,1774330099130563,9382.80,88.39
1528,1774330089778445,1774330099184407,9405.96,89.08
1529,1774330089810283,1774330099226612,9416.33,89.06
1530,1774330089840860,1774330099269474,9428.61,88.40
1531,1774330089872198,1774330099322455,9450.26,88.97
1532,1774330089904345,1774330099366099,9461.75,88.87
1533,1774330089936083,1774330099408353,9472.27,87.97
1534,1774330089967099,1774330099461267,9494.17,88.24
1535,1774330089997422,1774330099503655,9506.23,87.90
1536,1774330090028611,1774330099547096,9518.49,87.08
